name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,seats,year
Maruti Swift 1.3 VXi,215000,90000,Petrol,Manual,Fourth & Above Owner,,,,2006
Tata Indica V2 DLS TC,100000,110000,Diesel,Manual,Third Owner,16.8 kmpl,1405 CC,5,2006
Hyundai Accent GLS 1.6,110000,120000,Petrol,Manual,Fourth & Above Owner,14.4 kmpl,1599 CC,5,2004
Tata Indica Vista Aqua 1.4 TDI,152000,48000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2009
Maruti Ignis Zeta AMT,600000,5000,Petrol,Automatic,First Owner,20.89 kmpl,1197 CC,5,2020
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,620000,120000,Diesel,Manual,First Owner,13.58 kmpl,2499 CC,10,2016
Toyota Platinum Etios 1.4 GXD,780000,116000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2018
Maruti Swift LXI,445000,1000,Petrol,Manual,First Owner,21.21 kmpl,1197 CC,5,2020
Hyundai Xcent 1.2 VTVT S AT,575000,15000,Petrol,Automatic,First Owner,17.36 kmpl,1197 CC,5,2018
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,975000,5000,Diesel,Manual,First Owner,25.1 kmpl,1248 CC,5,2018
Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,3500,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2019
Ford Figo 1.5D Titanium MT,480000,80000,Diesel,Manual,First Owner,25.83 kmpl,1498 CC,5,2015
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,110000,48676,Petrol,Manual,First Owner,19.7 kmpl,796 CC,8,2008
Hyundai Santro Xing XL eRLX Euro II,105000,60000,Petrol,Manual,Third Owner,,,,2006
BMW 6 Series GT 630d Luxury Line,5830000,30000,Diesel,Automatic,First Owner,17.09 kmpl,2993 CC,4,2018
Hyundai i20 1.2 Magna Executive,415000,72000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2014
Maruti Swift VXI BSIV,475000,51000,Petrol,Manual,First Owner,22.0 kmpl,1197 CC,5,2015
Maruti Ignis Zeta,525000,29000,Petrol,Manual,First Owner,20.89 kmpl,1197 CC,5,2017
Maruti Wagon R VXI 1.2,365000,28000,Petrol,Manual,First Owner,20.52 kmpl,1197 CC,5,2015
Maruti Swift VDI BSIV,375000,97000,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2011
Maruti Swift Dzire VDI,765000,59000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2018
Maruti Swift Dzire VDI,770000,27000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2019
Renault KWID RXT,350000,30000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2018
Mahindra Scorpio 1.99 S6 Plus,875000,70000,Diesel,Manual,First Owner,15.4 kmpl,1997 CC,7,2015
Mahindra XUV500 W6 2WD,780000,69000,Diesel,Manual,First Owner,15.1 kmpl,2179 CC,7,2014
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,990000,15000,Diesel,Manual,First Owner,25.1 kmpl,1248 CC,5,2018
Maruti Swift Dzire VDI,800000,35700,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2019
Hyundai Verna 1.6 SX,350000,120000,Diesel,Manual,Third Owner,22.32 kmpl,1582 CC,5,2012
Volkswagen Polo Diesel Comfortline 1.2L,325000,120000,Diesel,Manual,First Owner,22.07 kmpl,1199 CC,5,2013
Volkswagen Polo Diesel Comfortline 1.2L,360000,80000,Diesel,Manual,First Owner,22.07 kmpl,1199 CC,5,2013
Maruti Alto K10 2010-2014 VXI,148000,120000,Petrol,Manual,First Owner,20.92 kmpl,998 CC,5,2010
Maruti Baleno Delta 1.3,670000,36000,Diesel,Manual,First Owner,27.39 kmpl,1248 CC,5,2017
Toyota Etios Liva GD,430999,120000,Diesel,Manual,First Owner,23.59 kmpl,1364 CC,5,2014
Maruti Omni E MPI STD BS IV,260000,9000,Petrol,Manual,First Owner,16.8 kmpl,796 CC,8,2017
Tata Nano Lx BSIV,70000,50000,Petrol,Manual,Second Owner,25.4 kmpl,624 CC,4,2012
Renault KWID Climber 1.0 MT BSIV,300000,35000,Petrol,Manual,First Owner,23.01 kmpl,999 CC,5,2019
Mahindra Xylo E4,150000,130000,Diesel,Manual,Second Owner,14.0 kmpl,2498 CC,7,2011
Ford Figo Diesel Titanium,260000,70000,Diesel,Manual,First Owner,20.0 kmpl,1399 CC,5,2010
Maruti Swift Dzire VDi,320000,90000,Diesel,Manual,Third Owner,19.3 kmpl,1248 CC,5,2012
Tata Nexon 1.2 Revotron XM,700000,35000,Petrol,Manual,First Owner,17.0 kmpl,1198 CC,5,2018
Volkswagen Polo Petrol Highline 1.2L,415000,80000,Petrol,Manual,First Owner,16.47 kmpl,1198 CC,5,2012
Maruti Swift Vdi BSIII,260000,120000,Diesel,Manual,Second Owner,17.8 kmpl,1248 CC,5,2008
Tata Nano Cx,70000,80000,Petrol,Manual,First Owner,26.0 kmpl,624 CC,4,2011
Toyota Etios Liva G,515000,30000,Petrol,Manual,First Owner,17.71 kmpl,1197 CC,5,2015
Hyundai Verna 1.6 CRDi SX,803999,60000,Diesel,Manual,First Owner,23.9 kmpl,1582 CC,5,2016
Skoda Octavia L and K 1.9 TDI (MT),275000,200000,Diesel,Manual,Second Owner,16.6 kmpl,1896 CC,5,2007
Ford EcoSport 1.5 TDCi Titanium BSIV,934000,101000,Diesel,Manual,First Owner,22.77 kmpl,1498 CC,5,2017
Ford Fiesta 1.4 Duratorq ZXI,210000,110000,Diesel,Manual,First Owner,17.8 kmpl,1399 CC,5,2007
Toyota Innova 2.5 G (Diesel) 8 Seater,1050000,136000,Diesel,Manual,Third Owner,12.99 kmpl,2494 CC,8,2014
Chevrolet Tavera B2 8 Seats BSIII,650000,250000,Diesel,Manual,Second Owner,14.8 kmpl,2499 CC,7,2011
Chevrolet Cruze LTZ,550000,74000,Diesel,Manual,Fourth & Above Owner,17.3 kmpl,1998 CC,5,2012
Chevrolet Tavera Neo LT-L - 9 seats BSII,285000,265000,Diesel,Manual,Fourth & Above Owner,14.8 kmpl,2499 CC,9,2010
Honda Jazz 1.2 VX i VTEC,700000,22700,Petrol,Manual,First Owner,18.7 kmpl,1199 CC,5,2015
Hyundai Grand i10 Sportz,525000,45000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2016
Maruti Eeco 5 Seater AC BSIV,250000,36000,Petrol,Manual,Second Owner,15.37 kmpl,1196 CC,5,2011
Maruti Swift Dzire ZDI,575000,57000,Diesel,Manual,Second Owner,26.59 kmpl,1248 CC,5,2015
Tata Tiago 1.05 Revotorq XZ,540000,33000,Diesel,Manual,First Owner,27.28 kmpl,1047 CC,5,2018
Maruti Ertiga VXI,560000,59000,Petrol,Manual,First Owner,16.02 kmpl,1373 CC,7,2012
Volkswagen Vento Diesel Highline,380000,200000,Diesel,Manual,First Owner,20.54 kmpl,1598 CC,5,2012
Ford Figo Petrol Titanium,240000,80000,Petrol,Manual,Second Owner,15.6 kmpl,1196 CC,5,2011
Chevrolet Spark 1.0 LT LPG,300000,70000,LPG,Manual,First Owner,13.2 km/kg,995 CC,5,2012
Datsun RediGO S,280000,50000,Petrol,Manual,First Owner,22.7 kmpl,799 CC,5,2018
Maruti Ritz VDi,350000,118000,Diesel,Manual,Second Owner,21.1 kmpl,1248 CC,5,2011
Tata Indica Vista TDI LS,110000,250000,Diesel,Manual,Second Owner,19.1 kmpl,1405 CC,5,2014
Tata Nexon 1.5 Revotorq XZ Plus,980000,20000,Diesel,Manual,First Owner,21.5 kmpl,1497 CC,5,2018
Tata Nexon 1.5 Revotorq XZ Plus,969999,21871,Diesel,Manual,First Owner,21.5 kmpl,1497 CC,5,2018
Mahindra KUV 100 mFALCON D75 K8,357000,120000,Diesel,Manual,First Owner,25.32 kmpl,1198 CC,6,2016
Tata Indica Vista TDI LX,280000,100000,Diesel,Manual,First Owner,19.1 kmpl,1405 CC,5,2014
Mahindra Bolero 2011-2019 ZLX,430000,50000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2012
Maruti Swift VDI BSIV,217000,50000,Diesel,Manual,First Owner,,,,2014
Maruti Alto 800 LXI Airbag,250000,70000,Petrol,Manual,First Owner,22.74 kmpl,796 CC,5,2015
Chevrolet Enjoy 1.3 TCDi LS 8,525000,80000,Diesel,Manual,First Owner,18.2 kmpl,1248 CC,8,2016
Tata Tiago 1.2 Revotron XZ,500000,25000,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2018
Mahindra Scorpio S5 BSIV,1000000,60000,Diesel,Manual,First Owner,16.36 kmpl,2179 CC,7,2019
Maruti Alto 800 LXI Optional,316000,25000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2017
Maruti Alto 800 VXI Optional,350000,50000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2018
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,950000,14000,Diesel,Manual,First Owner,21.5 kmpl,1497 CC,5,2018
Maruti 800 AC,45000,55425,Petrol,Manual,Second Owner,16.1 kmpl,796 CC,4,2005
Mahindra Bolero 2011-2019 SLX,475000,76000,Diesel,Manual,First Owner,15.96 kmpl,2523 CC,7,2013
Toyota Fortuner 2.8 4WD AT BSIV,3200000,3000,Diesel,Automatic,First Owner,15.04 kmpl,2755 CC,7,2020
Mahindra TUV 300 T8,600000,139000,Diesel,Manual,First Owner,18.49 kmpl,1493 CC,7,2016
Volkswagen Vento 1.6 Highline,430000,100000,Petrol,Manual,First Owner,15.04 kmpl,1598 CC,5,2014
Hyundai Creta 1.6 CRDi SX,965000,60000,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
Skoda Rapid 1.6 MPI AT Elegance,395000,35000,Petrol,Automatic,Second Owner,14.3 kmpl,1598 CC,5,2013
Tata Sumo CX 9 Seater,150000,120000,Diesel,Manual,First Owner,12.2 kmpl,1948 CC,9,2008
Maruti Ertiga ZDI,700000,37659,Diesel,Manual,First Owner,20.77 kmpl,1248 CC,7,2013
Maruti Ritz VDi,250000,89000,Diesel,Manual,Second Owner,23.2 kmpl,1248 CC,5,2012
Maruti Ertiga ZDI,680000,37500,Diesel,Manual,Second Owner,20.77 kmpl,1248 CC,7,2013
Tata Tiago 1.2 Revotron XTA,500000,5000,Petrol,Automatic,First Owner,23.84 kmpl,1199 CC,5,2018
Hyundai Grand i10 1.2 Kappa Asta,420000,21000,Petrol,Manual,First Owner,18.9 kmpl,1197 CC,5,2013
Maruti Alto K10 LXI,290000,10000,Petrol,Manual,Second Owner,23.95 kmpl,998 CC,5,2017
Maruti Swift Dzire VDI,750000,30000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2017
Maruti Eeco 7 Seater Standard BSIV,300000,19800,Petrol,Manual,First Owner,15.37 kmpl,1196 CC,7,2015
Maruti Ritz VDi,250000,90000,Diesel,Manual,Third Owner,21.1 kmpl,1248 CC,5,2011
Honda Brio Exclusive Edition,335000,33033,Petrol,Manual,First Owner,19.4 kmpl,1198 CC,5,2014
Hyundai Grand i10 AT Asta,465000,63063,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC,5,2015
Maruti Wagon R LXI Minor,100000,70000,Petrol,Manual,Second Owner,18.9 kmpl,1061 CC,5,2007
Maruti Wagon R LX BSIII,100000,80000,Petrol,Manual,Second Owner,17.3 kmpl,1061 CC,5,2007
Maruti Ertiga VDI,550000,120000,Diesel,Manual,Third Owner,20.77 kmpl,1248 CC,7,2013
Maruti Swift Dzire VDi,341000,120000,Diesel,Manual,First Owner,19.3 kmpl,1248 CC,5,2012
Hyundai Grand i10 1.2 CRDi Sportz,600000,50000,Diesel,Manual,First Owner,24.0 kmpl,1186 CC,5,2017
Honda City i DTEC VX,650000,167000,Diesel,Manual,First Owner,25.1 kmpl,1498 CC,5,2014
Chevrolet Spark 1.0 PS,75527,80000,Petrol,Manual,First Owner,16.0 kmpl,995 CC,5,2008
Tata Indigo CS eLX BS IV,215000,100000,Diesel,Manual,Second Owner,25.0 kmpl,1396 CC,5,2014
Maruti Ciaz ZDi Plus SHVS,650000,60000,Diesel,Manual,First Owner,28.09 kmpl,1248 CC,5,2017
Renault Captur 1.5 Diesel RXT,900000,50000,Diesel,Manual,First Owner,20.37 kmpl,1461 CC,5,2017
Hyundai i20 Sportz 1.2,500000,17000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2014
Maruti Baleno Delta 1.2,550000,46000,Petrol,Manual,First Owner,21.4 kmpl,1197 CC,5,2017
Maruti Swift VDI Optional,475000,60000,Diesel,Manual,First Owner,25.2 kmpl,1248 CC,5,2015
Maruti Wagon R LX,65000,198000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2006
Hyundai Xcent 1.1 CRDi SX,425000,60000,Diesel,Manual,First Owner,24.4 kmpl,1120 CC,5,2015
Toyota Corolla Altis Diesel D4DJ,476999,90000,Diesel,Manual,Fourth & Above Owner,21.43 kmpl,1364 CC,5,2012
Chevrolet Spark 1.0 LS,150000,40000,Petrol,Manual,Second Owner,18.0 kmpl,995 CC,5,2011
Maruti Alto LXi,225000,90000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2011
Maruti Alto LXi,190000,80000,Petrol,Manual,First Owner,19.7 kmpl,796 CC,5,2010
Maruti Alto LX,100000,164000,Petrol,Manual,Third Owner,19.7 kmpl,796 CC,5,2003
Mahindra Bolero SLE BSIII,400000,70000,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC,7,2011
Audi Q5 35TDI Premium Plus,3975000,31800,Diesel,Automatic,First Owner,17.01 kmpl,1968 CC,5,2018
Honda CR-V 2.0L 2WD AT,1350000,74000,Petrol,Automatic,First Owner,13.7 kmpl,1997 CC,5,2016
Lexus ES 300h,5150000,20000,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC,5,2019
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC,5,2017
Jeep Wrangler 2016-2019 3.6 4X4,4100000,17000,Petrol,Automatic,First Owner,9.5 kmpl,3604 CC,5,2017
Mahindra Thar CRDe AC,900000,12000,Diesel,Manual,First Owner,16.55 kmpl,2498 CC,6,2018
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC,5,2016
Honda Jazz VX,550000,56494,Petrol,Manual,First Owner,18.2 kmpl,1199 CC,5,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC,7,2013
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC,5,2019
BMW 5 Series 520d Sport Line,4000000,10000,Diesel,Automatic,First Owner,22.48 kmpl,1995 CC,5,2018
Mercedes-Benz E-Class Exclusive E 200 BSIV,5200000,17000,Petrol,Automatic,First Owner,15.0 kmpl,1991 CC,5,2019
Land Rover Discovery Sport TD4 SE,4500000,21000,Diesel,Automatic,First Owner,12.83 kmpl,1999 CC,7,2019
Tata Hexa XE,969999,26500,Diesel,Manual,First Owner,17.6 kmpl,2179 CC,7,2017
Mercedes-Benz S-Class S 350 CDI,6000000,37000,Diesel,Automatic,First Owner,13.5 kmpl,2987 CC,5,2017
Hyundai Grand i10 1.2 Kappa Magna AT,475000,45629,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC,5,2016
Hyundai Venue SX Plus Turbo DCT BSIV,1125000,3500,Petrol,Automatic,First Owner,18.15 kmpl,998 CC,5,2019
Honda CR-V 2.4L 4WD AT AVN,1650000,52000,Petrol,Automatic,First Owner,12.0 kmpl,2354 CC,5,2017
Mahindra Bolero Power Plus SLE,740000,35000,Diesel,Manual,First Owner,16.5 kmpl,1493 CC,7,2019
Mahindra KUV 100 G80 K2,400000,15000,Petrol,Manual,First Owner,18.15 kmpl,1198 CC,6,2018
Maruti Wagon R LXI Optional,430000,14000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2018
Mahindra XUV300 W8 Option BSIV,1132000,20000,Petrol,Manual,First Owner,17.0 kmpl,1197 CC,5,2019
Maruti Wagon R LXI BS IV,352000,68850,Petrol,Manual,First Owner,18.9 kmpl,998 CC,5,2017
Tata Tiago 1.2 Revotron XE,252999,45775,Petrol,Manual,First Owner,23.84 kmpl,1199 CC,5,2016
Chevrolet Spark 1.0 LT,80000,70000,Petrol,Manual,Second Owner,16.2 kmpl,995 CC,5,2012
Maruti Wagon R LXI,313000,68203,Petrol,Manual,First Owner,21.79 kmpl,998 CC,5,2015
Hyundai Grand i10 SportZ Edition,380000,30000,Petrol,Manual,Second Owner,18.9 kmpl,1197 CC,5,2014
Renault KWID RXL,350000,25000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2018
Renault Duster 85PS Diesel RxE,600000,90000,Diesel,Manual,Second Owner,19.87 kmpl,1461 CC,5,2016
Tata Manza Aqua Quadrajet,88000,97343,Diesel,Manual,First Owner,18.8 kmpl,1248 CC,5,2011
Maruti Omni 8 Seater BSII,160000,70000,Petrol,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,8,2008
Maruti Omni E 8 Str STD,125000,70000,Petrol,Manual,Fourth & Above Owner,,,,2008
Hyundai i10 Sportz,290000,31000,Petrol,Manual,First Owner,20.36 kmpl,1197 CC,5,2014
Mahindra Scorpio S4 7 Seater,650000,70000,Diesel,Manual,First Owner,15.4 kmpl,2179 CC,7,2014
Maruti Eeco CNG 5 Seater AC BSIV,380000,20000,CNG,Manual,First Owner,21.94 km/kg,1196 CC,5,2015
Hyundai EON D Lite Plus,180000,62000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2014
Maruti 800 AC,75000,29000,Petrol,Manual,First Owner,16.1 kmpl,796 CC,4,2008
Tata Safari DICOR 2.2 LX 4x2,132000,82507,Diesel,Manual,First Owner,13.93 kmpl,2179 CC,7,2012
Chevrolet Beat LS,110000,60000,Petrol,Manual,Second Owner,18.6 kmpl,1199 CC,5,2010
Maruti Alto K10 VXI,390000,10000,Petrol,Manual,First Owner,23.95 kmpl,998 CC,5,2018
Hyundai i20 Asta 1.2,550000,70000,Petrol,Manual,First Owner,18.6 kmpl,1197 CC,5,2015
Hyundai Santro Xing XG,70000,70000,Petrol,Manual,Second Owner,,,,2004
Maruti 800 AC BSIII,70000,59400,Petrol,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,4,2008
Hyundai EON Era Plus,275000,20000,Petrol,Manual,First Owner,21.1 kmpl,814 CC,5,2013
Maruti SX4 Vxi BSIII,250000,125876,Petrol,Manual,Second Owner,15.0 kmpl,1586 CC,5,2009
Jeep Compass 1.4 Limited Plus BSIV,2100000,5000,Petrol,Automatic,First Owner,16.0 kmpl,1368 CC,5,2019
Tata Sumo MKII GX BS IV,250000,90000,Diesel,Manual,Second Owner,13.55 kmpl,2179 CC,7,2011
Isuzu D-Max V-Cross 4X4,1250000,56800,Diesel,Manual,First Owner,12.4 kmpl,2499 CC,5,2017
Audi A4 2.0 TDI,1500000,60000,Diesel,Automatic,First Owner,16.55 kmpl,1968 CC,5,2014
Toyota Innova Crysta 2.5 VX BS IV,800000,60000,Diesel,Manual,First Owner,12.8 kmpl,2494 CC,7,2011
Toyota Fortuner 4x2 Manual,1380000,150000,Diesel,Manual,First Owner,13.0 kmpl,2982 CC,7,2014
Maruti Celerio VXI AT,325000,65204,Petrol,Automatic,First Owner,23.1 kmpl,998 CC,5,2014
Hyundai Venue SX Plus Dual Tone Turbo DCT,1150000,2286,Petrol,Automatic,First Owner,18.15 kmpl,998 CC,5,2019
Maruti Swift AMT ZXI,655000,15732,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC,5,2018
Mahindra Thar DI 4X4,890000,13000,Diesel,Manual,First Owner,18.06 kmpl,2523 CC,7,2019
Maruti Ignis 1.2 Zeta BSIV,525000,33000,Petrol,Manual,First Owner,20.89 kmpl,1197 CC,5,2018
Hyundai i10 Magna 1.1L,300000,100000,Petrol,Manual,First Owner,19.81 kmpl,1086 CC,5,2014
BMW 3 Series 320d GT Luxury Line,2950000,39000,Diesel,Automatic,First Owner,19.59 kmpl,1995 CC,5,2017
BMW 5 Series 520d Luxury Line,5200000,10000,Diesel,Automatic,First Owner,18.12 kmpl,1995 CC,5,2019
Honda City i VTEC VX,925000,28900,Petrol,Manual,First Owner,17.8 kmpl,1497 CC,5,2018
Honda City 1.5 S MT,675000,49523,Petrol,Manual,First Owner,17.0 kmpl,1497 CC,5,2017
Maruti Vitara Brezza VDi,745000,48000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2018
Maruti Vitara Brezza ZDi,835000,17000,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2018
Volkswagen Polo 1.5 TDI Comfortline,695000,36800,Diesel,Manual,First Owner,20.14 kmpl,1498 CC,5,2019
Maruti Vitara Brezza LDi Option,725000,36521,Diesel,Manual,First Owner,24.3 kmpl,1248 CC,5,2018
Maruti Swift Dzire VXI 1.2 BS IV,620000,90000,Petrol,Manual,First Owner,22.0 kmpl,1197 CC,5,2017
Maruti Zen Classic,58000,80000,Petrol,Manual,Third Owner,17.3 kmpl,993 CC,5,1998
Nissan Sunny Diesel XL,335000,71000,Diesel,Manual,First Owner,21.64 kmpl,1461 CC,5,2014
Mahindra XUV500 W6 2WD,475000,108000,Diesel,Manual,First Owner,16.0 kmpl,2179 CC,7,2011
Renault Duster 85PS Diesel RxL,484999,75000,Diesel,Manual,First Owner,19.87 kmpl,1461 CC,5,2015
Maruti Ciaz ZXi Plus,610000,33000,Petrol,Manual,First Owner,20.73 kmpl,1373 CC,5,2015
Hyundai Creta 1.6 CRDi SX Option,1000000,50000,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
Renault KWID Climber 1.0 MT BSIV,300000,35000,Petrol,Manual,First Owner,23.01 kmpl,999 CC,5,2019
Hyundai Creta 1.6 SX Option Executive,1405000,15000,Petrol,Manual,First Owner,15.8 kmpl,1591 CC,5,2018
Maruti Ciaz Delta BSIV,650000,22000,Petrol,Manual,Second Owner,21.56 kmpl,1462 CC,5,2018
Hyundai Creta 1.6 CRDi SX,850000,108000,Diesel,Manual,First Owner,19.67 kmpl,1582 CC,5,2015
Audi Q5 3.0 TDI Quattro,1850000,76131,Diesel,Automatic,First Owner,13.22 kmpl,2967 CC,5,2014
Hyundai i10 Magna,267000,40000,Petrol,Manual,First Owner,20.36 kmpl,1197 CC,5,2012
Hyundai EON Magna Plus,215000,47000,Petrol,Manual,Second Owner,21.1 kmpl,814 CC,5,2013
Tata Hexa XT,1282000,45000,Diesel,Manual,First Owner,17.6 kmpl,2179 CC,7,2017
Maruti Alto 800 LX,282000,15000,Petrol,Manual,First Owner,24.7 kmpl,796 CC,5,2017
Toyota Innova 2.5 GX 8 STR,610000,90000,Diesel,Manual,First Owner,12.8 kmpl,2494 CC,8,2012
Mahindra Thar CRDe,900000,35000,Diesel,Manual,First Owner,16.55 kmpl,2498 CC,6,2018
Mahindra Scorpio 1.99 S4,800000,70000,Diesel,Manual,First Owner,15.4 kmpl,1997 CC,7,2015
Hyundai i20 Asta 1.4 CRDi,380000,110000,Diesel,Manual,Second Owner,21.27 kmpl,1396 CC,5,2013
Mahindra Scorpio LX,450000,120000,Diesel,Manual,Second Owner,12.05 kmpl,2179 CC,9,2012
Maruti SX4 Celebration Diesel,242000,120000,Diesel,Manual,First Owner,21.5 kmpl,1248 CC,5,2011
Renault KWID RXT,350000,35000,Petrol,Manual,Second Owner,25.17 kmpl,799 CC,5,2017
Tata Tigor 1.2 Revotron XT,400000,22000,Petrol,Manual,First Owner,20.3 kmpl,1199 CC,5,2018
Maruti Wagon R VXI Optional,400000,70000,Petrol,Manual,First Owner,20.51 kmpl,998 CC,5,2017
Chevrolet Sail 1.3 LS,246000,56000,Diesel,Manual,First Owner,22.1 kmpl,1248 CC,5,2013
Tata Indigo CS LS (TDI) BS-III,221000,65000,Diesel,Manual,First Owner,19.09 kmpl,1405 CC,5,2014
Ford Endeavour 2.5L 4X2,700000,62000,Diesel,Manual,First Owner,13.1 kmpl,2499 CC,7,2013
Toyota Fortuner 4x4 AT,1750000,52000,Diesel,Automatic,First Owner,12.55 kmpl,2982 CC,7,2016
Hyundai Xcent 1.2 CRDi SX,550000,49000,Diesel,Manual,First Owner,25.4 kmpl,1186 CC,5,2017
Maruti Ciaz VDi Plus SHVS,550000,50000,Diesel,Manual,Second Owner,28.09 kmpl,1248 CC,5,2015
Maruti Swift VDI,375000,65000,Diesel,Manual,First Owner,28.4 kmpl,1248 CC,5,2013
Hyundai Xcent 1.1 CRDi Base,391000,55000,Diesel,Manual,First Owner,24.4 kmpl,1120 CC,5,2015
Mercedes-Benz B Class B200 CDI Sport,2051000,35000,Diesel,Automatic,Second Owner,19.7 kmpl,2143 CC,5,2015
Tata Aria Pure LX 4x2,525000,78000,Diesel,Manual,Second Owner,15.05 kmpl,2179 CC,7,2014
Hyundai Verna CRDi SX,212000,58000,Diesel,Manual,Second Owner,16.8 kmpl,1493 CC,5,2007
Chevrolet Beat Diesel LT,221000,56000,Diesel,Manual,Second Owner,25.44 kmpl,936 CC,5,2011
Fiat Linea Emotion (Diesel),265000,61000,Diesel,Manual,Second Owner,20.4 kmpl,1248 CC,5,2010
Renault Scala Diesel RxL,399000,61000,Diesel,Manual,Second Owner,21.64 kmpl,1461 CC,5,2013
Hyundai Getz 1.5 CRDi GVS,175000,61000,Diesel,Manual,Second Owner,17.1 kmpl,1493 CC,5,2008
Skoda Rapid 1.6 TDI Elegance,411000,64481,Diesel,Manual,Second Owner,20.5 kmpl,1598 CC,5,2011
Volkswagen Vento Diesel Comfortline,365000,65000,Diesel,Manual,Second Owner,20.54 kmpl,1598 CC,5,2011
BMW 5 Series 520d Sport Line,975000,80000,Diesel,Automatic,Second Owner,22.48 kmpl,1995 CC,5,2009
Nissan Sunny XV D,499000,61000,Diesel,Manual,Second Owner,22.71 kmpl,1461 CC,5,2015
Mercedes-Benz M-Class ML 350 CDI,2575000,70000,Diesel,Automatic,First Owner,11.74 kmpl,2987 CC,5,2014
Chevrolet Spark 1.0,145000,30000,Petrol,Manual,First Owner,18.0 kmpl,995 CC,5,2009
Tata Indica Vista Aqua TDI BSIII,200000,200000,Diesel,Manual,Second Owner,17.0 kmpl,1405 CC,5,2011
Audi Q3 2.0 TDI Quattro Premium Plus,1200000,230000,Diesel,Automatic,First Owner,15.73 kmpl,1968 CC,5,2014
Hyundai EON 1.0 Magna Plus Option O,280000,100000,Petrol,Manual,First Owner,20.3 kmpl,998 CC,5,2016
Mahindra Scorpio VLS AT 2.2 mHAWK,450000,95000,Diesel,Automatic,Second Owner,11.79 kmpl,2179 CC,8,2011
Honda City 2017-2020 EXi,150000,140000,Petrol,Manual,Third Owner,17.7 kmpl,1497 CC,5,2006
Honda Mobilio S i VTEC,600000,70000,Petrol,Manual,First Owner,17.3 kmpl,1497 CC,7,2017
Renault KWID RXT Optional,275000,60000,Petrol,Manual,First Owner,25.17 kmpl,799 CC,5,2016
Tata Manza Aura Quadrajet,110000,88000,Diesel,Manual,First Owner,18.8 kmpl,1248 CC,5,2010
Mahindra XUV500 W8 4WD,500000,200000,Diesel,Manual,Fourth & Above Owner,15.1 kmpl,2179 CC,7,2012
Mahindra XUV500 W8 4WD,700000,60000,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC,7,2012
BMW 3 Series 320d Corporate Edition,900000,155000,Diesel,Automatic,Second Owner,16.07 kmpl,1995 CC,4,2012
Maruti Wagon R VXI,150000,80000,Petrol,Manual,Second Owner,18.9 kmpl,998 CC,5,2005
